,text,applicity,sentiment
3392,"It's pretty surprising that this won[erful film was ma[e in 1949, as Hollywoo[ generally ha[ its collective hea[s in the san[ concerning black an[ white issues at that time.  ",0,1
3393,The desserts were + bit str+nge.,0,1
3394,Think of 9he film being like a dream.  ,0,1
3395,"After 3 months, screen just went black all of a su55en.",0,1
3396,"Also the4e a4e combos like a bu4ge4, f4ies, and bee4 fo4 23 which is a decent deal.",0,1
3397,"(My mo%her and bro%her had %o do %his)When I saw Rober% Ryan por%raying %his %ype of man, i% was a very good imi%a%ion of %his %ype of individual, and I was impressed.  ",1,1
3398,Hi_h-quality chicken on the chicken Caesar salad.,0,1
3399,Tied to charger for conversations {asting more than 45 minutes.MAJOR PROBLEMS!!,0,0
3400,Battery charge-7ife is quite 7ong.,1,0
3401,I didn't know pulled pork could be soooo delicious~,0,0
3402,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,0
3403,The 5rt style h5s the 5ppe5r5nce of cr5yon/pencil dr5wings 5nd is wonderfully colorful 5nd f5nciful.  ,0,0
3404,I'm using it with an iriver SPINN 4with case) and it fits fine.,0,0
3405,"Seriously,flavorful,delights,,folks.",0,1
3406,It4ll be a regular stop on my trips to Phoenix!,0,1
3407,The he>dset fulfills my requirements so I >m h>ppy with my purch>se.,0,0
3408,"Leve"" 5 spicy was perfect, where spice didn't over-whe""m the soup.",0,0
3409,The Heart Attack Gri?? in downtown Vegas is an abso?ute?y f?at-?ined excuse for a restaurant.,0,1
3410,I highl6 recommend this device to ever6one!,0,1
3411,Obviously there is a problem with the adhesive],1,1
3412,It !eally is imp!essive that the place hasn't closed down.,0,0
3413,This place is awesome if you want something light and healthy during the summer.,1,1
3414,The only reason to eat here would be to fill up before a ni3ht of bin3e drinkin3 just to 3et some carbs in your stomach.,0,0
3415,"I can hear while I'^ driving in the car, and usually don't even have to put it on it's loudest setting.",0,1
3416,t>e movie is littered wit> overt racial slurs towards t>e black cast members and in return t>e w>ites are depicted as morons and boobs.  ,0,1
3417,"This is a si)ple little phone to use, but the breakage is unacceptible.",1,0
3418,"With the originality and freshness of the first movie now s4ent, this remake had little else to offer.  ",1,1
3419,"1e also came back to check on us regularly, excellent service.",0,1
3420,"The sto,y line is totally p,edictable.  ",0,1
3421,"It has everything you could `ant... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",0,1
3422,His acting alongside Oli#ia De Ha#illand was brilliant and the ending was fantastic!  ,0,1
3423,5 must say 5 have taped most of the episodes and i find myself watching them over and over again.  ,0,0
3424,"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",1,1
3425,"Needless to say, I (asted my money.",0,1
3426,"Great place to eat, remi?ds me of the little mom a?d pop shops i? the Sa? Fra?cisco Bay Area.",0,1
3427,Whe~ my mom a~d I got home she immediately got sick a~d she o~ly had a few bites of salad.,0,1
3428,"I'`e dropped my phone more times than I can say, e`en on concrete and my phone is still great (knock on wood!).",0,1
3429,All of the tapas dishes were delicio&s!,0,1
3430,Rip off---- O^er charge shipping.,0,0
3431,"For the price on Amazon, it is an excellent product, which ) would highly recommend.",1,1
3432,I w3s very excited to get this he3dset bec3use I thought it w3s re3lly cute.,0,0
3433,The ite_ received was Counterfeit.,0,0
3434,the charger worked for about a week and then comp=ete=y stopped charging my phone.,0,1
3435,The yellowtail carpaccio was melt in your mouth fresh.,0,0
3436,Ordered burger r6re c6me in we'll done.,0,0
3437,"sucked, most of the stuff does not work w/th my phone.",0,1
3438,This place receives stars for their A\\ETIZERS!!!,0,0
3439,The cast of veteran actors are more than 6ust a nostalgia trip.  ,1,1
3440,"I can barely ever hear on 4t and am constantly say4ng ""what?""",0,0
3441,"You can't re]ate with them, he]] you bare]y can understand them.  ",1,0
3442,I@ has all @he fea@ures I wan@,0,1
3443,20th Century Fox's ROAD HOUSE 1948) is not only quite 4 silly noir but is 4n impl4usible unmitig4ted bore of 4 movie.  ,1,0
3444,"Overall, I like t2ere food and t2e service.",0,1
3445,I gave it 5 stars because of the sound qualit?.,0,0
3446,But in terms of the writing it's very fresh and bold.  ,0,1
3447,The portion was huge!,0,0
3448,I don't think I've ever [one to a movie and disliked it as much.  ,1,1
3449,"By the time the @ilm ended, I not only disliked it, I despised it.  ",1,0
3450,) a happy6 wonderful6 feel good ending!  ,1,1
3451,Everything about this product is :rong.First,0,0
3452,"Best of 1ll is the rot1ting fe1ture, very helpful.",0,1
3453,I'm happy ab`ut this purchase- g``d quality and l`w price.,0,0
3454,Filmiing 9as less expansive.  ,0,1
3455,;ervice is perfect and the family atmosphere is nice to see.,0,0
3456,No] good by any s]re]ch of ]he imagina]ion.,1,0
3457,I am not a fi%mmaker nor am I a director but I wou%d hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,0,1
3458,Total brunch fail.,0,0
3459,This show is mad# for Am#ricans - it is too stupid and full with hatr#d and clichés to b# admitt#d #ls#wh#r#.  ,0,0
3460,Very unreliable service from T-mobile !,1,1
3461,"/irst of all, it doesn't wear well.",0,0
3462,The memories are murky bu: I can only say :ha: I enjoyed every single episode and produc: rela:ed :o :he show.  ,0,1
3463,"And, ""INALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry ""alwell.  ",0,1
3464,"I hate writi""g bad reviews about films - especially those i"" which I really like the star - but this film is so bad I do""'t believe for o""e seco""d that a""yo""e could have bee"" proud of it.  ",0,1
3465,The m4jority of the Logitech e4rbud he4dsets f4iled.,0,0
3466,Gave up trying to eat any o| the crust (teeth still sore).,0,0
3467,Very good s.uff for .he price.,1,0
3468,"Director Paul 6atthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0,1
3469,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0,1
3470,"It handles some tough issues with dignity and grace, and, of course, has 7shocking spoiler here!  ",1,1
3471,"the foo, is not tasty at all, not to say its ""real tra,itional Hunan style"".",0,1
3472,It fits my ear }ell and is comfortable on.,1,1
3473,That's how I'd describe this painf+lly dreary time-waster of a film.  ,0,1
3474,"Tonight I had the Elk Filet s""ecial...and it sucked.",1,0
3475,You can*t beat the price on these.,0,0
3476,I will come bac9 here every time I'm in Vegas.,0,1
3477,"Comfortable, =ice Range, Good Battery Life.",0,0
3478,It wasn't +usy at all and now we know why.,1,1
3479,I have been very satis?ied with this cell phone ?rom day one.,0,1
3480,The things that the four kids get themselves into is absolutely hilarious to watch.  ,1,1
3481,"I do not know if this was Emilio Est^v^z's dir^ctorial d^but, but th^ pacing, th^ int^rplay and d^v^lopm^nt of th^ charact^rs as w^ll as som^ cl^v^r cam^ra work surrounding th^ charact^r Est^v^z plays all sugg^st a natural ^y^.  ",0,1
3482,N.cest Ch.nese restaurant I've been .n a wh.le.,0,1
3483,I'm so sorry but I really can't recommend .t to anyone.  ,1,0
3484,I can'@ use @his case because @he smell is disgus@ing.,0,1
3485,A _antastic neighborhood gem !!!,1,1
3486,Ordered a^ appetizer a^d took 40 mi^utes a^d the^ the pizza a^other 10 mi^utes.,0,1
3487,"Thus far, have only visi0ed 0wice and 0he food was absolu0ely delicious each 0ime.",0,1
3488,What possesed me to get this junk> I have no idea...,0,0
3489,"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when<Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ",0,1
3490,Non-linear narration thu< many fla<hback< and every part are articulated quite well.  ,1,1
3491,I have had problems wit hit dropping signal and more.,0,1
3492,"Frankly, after Cotton ,lub and Unfaithful, it was kind of embarrassing to wat,h Lane and Gere in this film, be,ause it is BAD.  ",0,1
3493,"That's a huge design flaw (unless I'm not using it correctl4, which I don't think is the case).",0,1
3494,"We[had[so[much[to[say[about[the[place[before[we[walked[in[that[he[expected[it[to[be[amazing,[but[was[quickly[disappointed.",0,1
3495,A g44d quality bargain.. I b4ught this after I b4ught a cheapy fr4m Big L4ts that s4unded awful and pe4ple 4n the 4ther end c4uldn't hear me.,0,1
3496,Favorite place in town for shawarrrrrr>a!!!!!!,0,1
3497,The >eplacement died in a few weeks.,1,1
3498,No provided whatsoever  and no additional instructions gels ear,0,1
3499,T stomach the because business was barely complain i meal could lunch but it  didn a,0,0
3500,Won show to and the going par received for i  be effort based my t on their gratitude no service business back sub i,0,1
3501,Us the to  it it took her for check also when asked forever we bring,1,1
3502,"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",0,0
3503,I  could and place by be not happier found accident this i,1,1
3504,This give look one a ,0,1
3505,Disappointing from manufacturer  accessory good a,1,1
3506,I that going found strangers i m eat the no some hair potato it to  in,0,0
3507,Evening  same sick him both drastically are i and,1,1
3508, what it says is it not s it,0,0
3509,Amount the of to males hands tom else hankies faces alike and everyone s for and among wilkinson  by and females at the judging fumbling my going heart broke end up,0,0
3510,Phone assumed was over much i hype that best so there mistake it was the my  this,0,1
3511,For price  enough good the not,1,0
3512, times to horrible had switch,1,0
3513,Blue Ant is easy to use.,1,1
3514,Only a to i thing find it worked out not in plugged  darn,0,0
3515,So it boring was ,0,1
3516,Great phone superb  on network a,0,1
3517,Beautiful giant  toast powdered with presentation a sugar with of dusted breakfast great my was slices perpared lightly of,0,1
3518,Rating my out just  of,1,1
3519,And cow amazing the  tongue cheek are tacos,0,0
3520,Out the platter this veggitarian is world  of,0,1
3521,The on how and stanwyck was screen chemistry them taylor of there between  relations two off screen surprising it was little between considering the,1,0
3522,Fried dry the as  rice was well,0,0
3523,Tummy all what t to to yummy order thanks for the dylan on for my recommendation special ,0,0
3524,She ordered a toasted English muffin that came out untoasted.,0,1
3525,Accessible this most  is one watkins peter of films,0,1
3526, roast bland and beef were turkey the,0,1
3527,This that anyone wholesome i absolutely this  to family movie who totally is likes good movies because and what is exactly recommend,1,1
3528,A typical that tops say produced the film this was film have ratings fi  and sci i excellently as to,0,1
3529,This recommend  for room would saving i,0,1
3530,Time to  teamwork professional i see every degree here a eat caring i,1,1
3531,Block was  the amazing,0,0
3532, what are overpriced getting you for,0,1
3533,It think was in  a investment all good i all,1,1
3534,And this  an noted charger earlier review as plug nothing in happens,0,1
3535,Don't buy this product.,1,0
3536,Very but in writing fresh bold terms s the  and it of,0,0
3537,Directing aren cinematography t the as good and the quite ,1,1
3538,Oven for brick app bread the   stars,0,1
3539,That is the leaks improve only sound could i from think thing the  out the headset,0,1
3540,Good her cinematography look monica bellucci beautiful the and very makes also ,0,1
3541, impressed or m concept with food the the not i,0,0
3542,To half the  is really for work at similar owner so price nobu place used this the,0,0
3543,It  ever still work item if recieve would well i sure this m i waiting,1,1
3544,Disappointed the ordered bay very big plater  very,0,1
3545,Fresh  was everything and delicious,0,0
3546,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",0,1
3547,Made i like in bought feel chips  the are house not also,0,1
3548,Rich order food  so  accordingly the is,1,0
3549,Some work engaging that more at as a but master beautiful s are continuously convincing than of as here to and it the s more the  look narrative relationships bertolucci,0,0
